date,ticker,weight
2026-01-02,NKE,0.05
2026-01-02,TGT,0.4
2026-01-02,DIS,0.1
2026-01-02,SBUX,0.05
2026-01-02,TSLA,0.4
2026-01-05,NKE,0.05
2026-01-05,TGT,0.4
2026-01-05,DIS,0.1
2026-01-05,SBUX,0.05
2026-01-05,TSLA,0.4
2026-01-06,NKE,0.05
2026-01-06,TGT,0.4
2026-01-06,DIS,0.05
2026-01-06,SBUX,0.1
2026-01-06,TSLA,0.4
2026-01-07,NKE,0.05
2026-01-07,TGT,0.4
2026-01-07,DIS,0.05
2026-01-07,SBUX,0.1
2026-01-07,TSLA,0.4
2026-01-08,NKE,0.05
2026-01-08,TGT,0.4
2026-01-08,DIS,0.09138
2026-01-08,SBUX,0.05862
2026-01-08,TSLA,0.4
2026-01-09,NKE,0.05
2026-01-09,TGT,0.4
2026-01-09,DIS,0.05
2026-01-09,SBUX,0.1
2026-01-09,TSLA,0.4
2026-01-12,NKE,0.05
2026-01-12,TGT,0.4
2026-01-12,DIS,0.05
2026-01-12,SBUX,0.1
2026-01-12,TSLA,0.4
2026-01-13,NKE,0.05
2026-01-13,TGT,0.4
2026-01-13,DIS,0.05
2026-01-13,SBUX,0.1
2026-01-13,TSLA,0.4
2026-01-14,NKE,0.05
2026-01-14,TGT,0.4
2026-01-14,DIS,0.05
2026-01-14,SBUX,0.1
2026-01-14,TSLA,0.4
2026-01-15,NKE,0.05
2026-01-15,TGT,0.4
2026-01-15,DIS,0.05
2026-01-15,SBUX,0.1
2026-01-15,TSLA,0.4
2026-01-16,NKE,0.05
2026-01-16,TGT,0.4
2026-01-16,DIS,0.05
2026-01-16,SBUX,0.1
2026-01-16,TSLA,0.4
2026-01-20,NKE,0.05
2026-01-20,TGT,0.4
2026-01-20,DIS,0.05
2026-01-20,SBUX,0.1
2026-01-20,TSLA,0.4
2026-01-21,NKE,0.05
2026-01-21,TGT,0.4
2026-01-21,DIS,0.05
2026-01-21,SBUX,0.1
2026-01-21,TSLA,0.4
2026-01-22,NKE,0.05
2026-01-22,TGT,0.4
2026-01-22,DIS,0.05
2026-01-22,SBUX,0.1
2026-01-22,TSLA,0.4
2026-01-23,NKE,0.05
2026-01-23,TGT,0.4
2026-01-23,DIS,0.05
2026-01-23,SBUX,0.1
2026-01-23,TSLA,0.4
2026-01-26,NKE,0.05
2026-01-26,TGT,0.4
2026-01-26,DIS,0.05
2026-01-26,SBUX,0.1
2026-01-26,TSLA,0.4
2026-01-27,NKE,0.05
2026-01-27,TGT,0.4
2026-01-27,DIS,0.05
2026-01-27,SBUX,0.1
2026-01-27,TSLA,0.4
2026-01-28,NKE,0.05
2026-01-28,TGT,0.4
2026-01-28,DIS,0.05
2026-01-28,SBUX,0.1
2026-01-28,TSLA,0.4
2026-01-29,NKE,0.05
2026-01-29,TGT,0.4
2026-01-29,DIS,0.05
2026-01-29,SBUX,0.1
2026-01-29,TSLA,0.4
2026-01-30,NKE,0.05
2026-01-30,TGT,0.4
2026-01-30,DIS,0.05
2026-01-30,SBUX,0.1
2026-01-30,TSLA,0.4
2026-02-02,NKE,0.05
2026-02-02,TGT,0.4
2026-02-02,DIS,0.05
2026-02-02,SBUX,0.1
2026-02-02,TSLA,0.4
2026-02-03,NKE,0.05
2026-02-03,TGT,0.4
2026-02-03,DIS,0.05
2026-02-03,SBUX,0.1
2026-02-03,TSLA,0.4
2026-02-04,NKE,0.05
2026-02-04,TGT,0.4
2026-02-04,DIS,0.05
2026-02-04,SBUX,0.1
2026-02-04,TSLA,0.4
2026-02-05,NKE,0.05
2026-02-05,TGT,0.4
2026-02-05,DIS,0.05
2026-02-05,SBUX,0.1
2026-02-05,TSLA,0.4
2026-02-06,NKE,0.05
2026-02-06,TGT,0.4
2026-02-06,DIS,0.05
2026-02-06,SBUX,0.1
2026-02-06,TSLA,0.4
2026-02-09,NKE,0.05
2026-02-09,TGT,0.4
2026-02-09,DIS,0.05
2026-02-09,SBUX,0.1
2026-02-09,TSLA,0.4
2026-02-10,NKE,0.05
2026-02-10,TGT,0.4
2026-02-10,DIS,0.05
2026-02-10,SBUX,0.1
2026-02-10,TSLA,0.4
2026-02-11,NKE,0.05
2026-02-11,TGT,0.4
2026-02-11,DIS,0.05
2026-02-11,SBUX,0.1
2026-02-11,TSLA,0.4
2026-02-12,NKE,0.05
2026-02-12,TGT,0.4
2026-02-12,DIS,0.05
2026-02-12,SBUX,0.1
2026-02-12,TSLA,0.4
2026-02-13,NKE,0.05
2026-02-13,TGT,0.4
2026-02-13,DIS,0.05
2026-02-13,SBUX,0.1
2026-02-13,TSLA,0.4
2026-02-17,NKE,0.05
2026-02-17,TGT,0.4
2026-02-17,DIS,0.05
2026-02-17,SBUX,0.1
2026-02-17,TSLA,0.4
2026-02-18,NKE,0.05
2026-02-18,TGT,0.4
