date,Signal-adjusted + cash overlay max 20%,PyPortfolioOpt classique,PyPortfolioOpt classique + cash overlay max 20%,Equal-weight
2026-04-16,0.0258691006,0.028055462453184403,0.028055462453184403,0.021750002474583807
2026-04-17,0.0008971827,-0.0011149060704815136,-0.0011149060704815136,-0.0005188177042487529
2026-04-20,-0.00250106,-0.0026574358202615367,-0.0026574358202615367,-0.006641711642341908
2026-04-21,-0.0021661835,-0.002434537567608503,-0.002434537567608503,-0.0002340944255507571
2026-04-22,-0.0170746043,-0.01731845438070574,-0.01731845438070574,-0.013908403278461212
2026-04-23,-0.0015159853,-0.0015458148235273023,-0.0015458148235273023,-0.004193554923647947
2026-04-24,-0.0002100633,0.003651290332650884,0.003651290332650884,0.001916934702416384
2026-04-27,-0.0116997606,-0.011980572183658814,-0.011980572183658814,-0.008830702352524833
2026-04-28,0.0344452909,0.004677475142684432,0.004616135764204592,0.013157724646455793
2026-04-29,0.0087805144,0.016923220202743748,0.016923220202743748,0.012057318766176616
2026-04-30,0.0016436147,0.006989721727541043,0.006989721727541043,0.0034616316521582035
2026-05-01,-0.0060526925,-0.005169170400206079,-0.005169170400206079,-0.011980097871501515
2026-05-04,0.0019599854,-0.0005238885141894776,-0.00046121437200474775,-0.0017755196388055338
2026-05-05,0.0170995066,0.021335137825228896,0.021335137825228896,0.028689754270104027
2026-05-06,-0.0172776756,-0.000748492066172092,-0.000748492066172092,-0.000640330302481007
2026-05-07,0.0141281073,0.01386380167225398,0.01386380167225398,0.005933287772860574
2026-05-08,-0.0089383583,-0.00975961613753887,-0.00975961613753887,-0.015595640891827255
2026-05-11,0.0022770429233437664,0.002524899631366165,0.002378924123943195,0.004633039977936649
2026-05-12,0.0124298305,0.012301976392811234,0.012301976392811234,0.0032098723531446493
2026-05-13,0.0037933295,0.003808560952546513,0.003808560952546513,0.00207862373641865
2026-05-14,-0.0217502110165599,-0.02523243292751088,-0.0218352877649464,-0.015826274541154726
2026-05-15,0.00021064272000000003,-0.003993449137494554,-0.003194759309995644,0.002458532398645241
2026-05-18,0.0068200126,0.005258218706407351,0.005258218706407351,-0.0008802806413791498
2026-05-19,-0.0064097573,0.0010062737750057681,0.0010062737750057681,0.010861038305896043
2026-05-20,0.0107589131,0.011191602566384247,0.011191602566384247,0.002021873199787172
2026-05-21,0.0051233192,0.00521336240058291,0.00521336240058291,0.0012162720488663181
2026-05-22,0.00495639490154652,0.005784977409493335,0.005355571654709951,0.0017623896903886439
2026-05-26,0.0177570004,0.0178001219837397,0.0178001219837397,0.015459048737464353
2026-05-27,0.0025512737,0.0027423299069851996,0.0027423299069851996,0.003826741179575199
2026-05-28,-0.014318943,-0.014373348324462226,-0.014373348324462226,-0.01694368044409784
