date,Signal-adjusted PyPortfolioOpt,Signal-adjusted + weighted cash overlay max 20%,Black-Litterman relative views,BL relative + weighted cash overlay max 20%,PyPortfolioOpt classique,Classic + weighted cash overlay max 20%,Equal-weight
2026-02-26,-0.0063667384,-0.0063667384,-0.005391808155373679,-0.005391808155373679,-0.010377379769304435,-0.009045304019025303,-0.009443035839316561
2026-02-27,-0.0040814678,-0.0033237971783049605,-0.01299437892987791,-0.01299437892987791,-0.00424504238610674,-0.003433772901703533,-0.008944108092577775
2026-03-02,0.0142639788,0.0142639788,0.014228423366944425,0.014228423366944425,0.013811694166407349,0.013811694166407349,0.0006335096507313455
2026-03-03,0.0111153731,0.0111153731,0.0017612335147363838,0.0017612335147363838,0.010746454557378455,0.010746454557378455,0.003636454153936053
2026-03-04,0.0012992408,0.0012992408,0.004943543300160109,0.004943543300160109,0.00020094560811273482,0.00020094560811273482,0.0001071593186154909
2026-03-05,-0.0082614176,-0.0082614176,-0.0022455190755278406,-0.0022455190755278406,-0.008838171432598374,-0.008838171432598374,-0.008207788123371617
2026-03-06,0.0002396364,0.00020508707764216002,0.0004195104584708566,0.0004195104584708566,-9.524982464918482e-05,-8.415071818216067e-05,3.514700628941595e-05
2026-03-09,0.0029965528,0.0029965528,0.005509249161082523,0.005509249161082523,0.002328175032990021,0.002328175032990021,0.001023382218923863
2026-03-10,0.0011887123,0.0011161376322681405,-0.0034786430711979364,-0.0034786430711979364,0.0016723181554966554,0.0014066027433546526,0.00017730752145188496
2026-03-11,-0.026143112,-0.026143112,-0.02183579009863284,-0.02183579009863284,-0.0262456127847151,-0.0262456127847151,-0.02239985560100959
2026-03-12,0.000399343,0.000399343,0.0006857110814723858,0.0006857110814723858,0.0008430148338446405,0.0008430148338446405,-0.002073908092778365
2026-03-13,0.0025611302,0.0025611302,-0.0031381024472030552,-0.0031381024472030552,0.0029145840820811396,0.0029145840820811396,0.0007840502700912964
2026-03-16,0.0036373228,0.0036373228,0.0012754783208160205,0.0012754783208160205,0.004596245185079346,0.004596245185079346,0.0053983046455750704
2026-03-17,-0.0193277184,-0.0175477064036608,-0.022594640527451654,-0.019954713328597763,-0.0172502641157011,-0.015727215296573695,-0.023986247087511892
2026-03-18,-0.0114435396,-0.0114435396,0.0032935940064287975,0.0032935940064287975,-0.01326473619882474,-0.01326473619882474,-0.0010755463656636488
2026-03-19,-0.0215250889,-0.0215250889,-0.017276746810126795,-0.017276746810126795,-0.019607369669204025,-0.019607369669204025,-0.01882863686778498
2026-03-20,0.0208341404,0.0208341404,0.011894026275271256,0.011894026275271256,0.019358776992464067,0.019358776992464067,0.010884331399233971
2026-03-23,0.003707115,0.003707115,0.0006483241268775833,0.0006483241268775833,0.0038966159737647836,0.0038966159737647836,-0.0013014053657281592
2026-03-24,0.0046799741,0.0046799741,0.0033033895861514944,0.0033033895861514944,0.004060347887321392,0.004060347887321392,0.0010467619174745256
2026-03-25,-0.015259018,-0.012331237663768266,-0.010108738488437519,-0.0089783428644493,-0.015086068838116563,-0.012068855070493252,-0.015218809339661823
2026-03-26,-0.0080772949,-0.0080772949,-0.010536934721642757,-0.010536934721642757,-0.006889615524484017,-0.006889615524484017,-0.017946386378466395
2026-03-27,-0.0099813001,-0.00798504008,8.162940520094718e-05,6.530352416075775e-05,-0.008901544684334756,-0.007121235747467806,-0.0019913155364797326
2026-03-30,0.0326359169,0.0326359169,0.024905709339884063,0.024905709339884063,0.032073194649349934,0.032073194649349934,0.03050046534260869
2026-03-31,0.0010356955,0.0010356955,-0.006925237721535675,-0.006925237721535675,0.0006602690566611842,0.0006602690566611842,-0.024883499800045186
2026-04-01,-0.0222194083,-0.0222194083,-0.0051041346902857485,-0.0051041346902857485,-0.022160339106506024,-0.022160339106506024,-0.012843917963586483
2026-04-02,0.0160714675,0.0160714675,0.010250676574139445,0.010250676574139445,-0.0008570855148645412,-0.0008570855148645412,0.0069653454710522315
2026-04-06,-0.0105199038,-0.0105199038,-0.011086210716172447,-0.011086210716172447,-0.01761377649826757,-0.01761377649826757,-0.014117835715939098
2026-04-07,0.0217601209,0.0217601209,0.024872005183555757,0.024872005183555757,0.0132404229266616,0.01059233834132928,0.01742470459888004
2026-04-08,0.0037697154,0.0037697154,0.004083420237887699,0.004083420237887699,0.007192730270767906,0.006702913970604936,0.007526901900633676
2026-04-09,-0.0091375729,-0.0091375729,-0.012344388976997977,-0.012344388976997977,-0.005402151677595957,-0.005402151677595957,-0.009699483673407852
2026-04-10,-0.0071674639,-0.0071674639,-0.002365685760775918,-0.002365685760775918,-0.006359242015449528,-0.005586342708538066,0.0026455923508062144
2026-04-13,0.015203817,0.015203817,0.01485491336380765,0.01485491336380765,0.022373828390807197,0.022373828390807197,0.020315544292257882
2026-04-14,0.0431448745,0.0431448745,0.024986996067710047,0.024986996067710047,0.043430209893288954,0.043430209893288954,0.027051514099581155
2026-04-15,0.0021656637,0.0021656637,0.004182731833066875,0.004182731833066875,0.001403947717914399,0.001403947717914399,0.00299083878058497
2026-04-16,0.0258691006,0.0258691006,0.023880767781050773,0.023880767781050773,0.028236105701892493,0.028236105701892493,0.021750002474583807
2026-04-17,0.0008971827,0.0008971827,-0.0008593805489730286,-0.0008593805489730286,-0.0008125496049369123,-0.0008125496049369123,-0.0005188177042487522
2026-04-20,-0.00250106,-0.00250106,-0.006461254871054068,-0.006461254871054068,-0.0028654025279763354,-0.0028654025279763354,-0.006641711642341908
2026-04-21,-0.0021661835,-0.0021661835,-0.0012484315511743429,-0.0012484315511743429,-0.0027914259489222716,-0.0027914259489222716,-0.0002340944255507572
2026-04-22,-0.0170746043,-0.0170746043,-0.010647013071479468,-0.010647013071479468,-0.01764275450344792,-0.01764275450344792,-0.013908403278461212
2026-04-23,-0.0015159853,-0.0015159853,-0.005649700132758321,-0.005649700132758321,-0.001585485598993297,-0.001585485598993297,-0.004193554923647947
2026-04-24,-0.0002100633,-0.0002100633,-0.0002657573359076487,-0.0002657573359076487,0.0038073601395079153,0.0038073601395079153,0.0019169347024163843
2026-04-27,-0.0116997606,-0.0116997606,-0.009844790460005052,-0.009844790460005052,-0.012048110351595398,-0.012048110351595398,-0.008830702352524833
2026-04-28,0.0344452909,0.0344452909,0.03444529089139939,0.03444529089139939,0.0022180767680001997,0.0020867657361038805,0.013157724646455794
2026-04-29,0.0087805144,0.0087805144,0.008780514422378172,0.008780514422378172,0.017659463780128608,0.017659463780128608,0.012057318766176618
2026-04-30,0.0016436147,0.0016436147,-0.0014288714643795378,-0.0014288714643795378,0.006650971148246733,0.006650971148246733,0.0034616316521582043
2026-05-01,-0.0060526925,-0.0060526925,-0.009567296207742007,-0.009567296207742007,-0.005408602401882051,-0.005408602401882051,-0.011980097871501517
2026-05-04,0.0019599854,0.0019599854,-0.0017592574778427204,-0.0017592574778427204,-0.0007495476709900809,-0.0006407448801343475,-0.0017755196388055342
2026-05-05,0.0170995066,0.0170995066,0.017099506579774205,0.017099506579774205,0.02308018496252308,0.02308018496252308,0.028689754270104027
2026-05-06,-0.0172776756,-0.0172776756,-0.012254285611104736,-0.012254285611104736,-5.4944812520052455e-06,-5.4944812520052455e-06,-0.0006403303024810078
2026-05-07,0.0141281073,0.0141281073,-0.00022504778578671947,-0.00022504778578671947,0.01351229732147683,0.01351229732147683,0.005933287772860575
2026-05-08,-0.0089383583,-0.0089383583,-0.009851063027432341,-0.009851063027432341,-0.010851820240581572,-0.010851820240581572,-0.015595640891827259
2026-05-11,0.0024002839,0.0022770429233437664,0.007356244864493587,0.007356244864493587,0.002690628142085127,0.002511919311515975,0.004633039977936649
2026-05-12,0.0124298305,0.0124298305,0.008165311982383442,0.008165311982383442,0.012131941185510003,0.012131941185510003,0.0032098723531446493
2026-05-13,0.0037933295,0.0037933295,0.005769875358516312,0.005769875358516312,0.003828817560209658,0.003828817560209658,0.0020786237364186504
2026-05-14,-0.0244718145,-0.0217502110165599,-0.011107780368557606,-0.011107780368557606,-0.026243991697525393,-0.02189323476031849,-0.01582627454115473
2026-05-15,0.0002633034,0.00021064272000000003,0.008901718305754812,0.008901718305754812,-0.0036040360938002208,-0.002883228875040177,0.002458532398645241
2026-05-18,0.0068200126,0.0068200126,-0.002724045661362498,-0.002724045661362498,0.00487216842034509,0.00487216842034509,-0.0008802806413791497
2026-05-19,-0.0064097573,-0.0064097573,-0.00583962086277294,-0.00583962086277294,0.0014735083410519004,0.0014735083410519004,0.010861038305896045
2026-05-20,0.0107589131,0.0107589131,0.006812829275794417,0.006812829275794417,0.011689612725534365,0.011689612725534365,0.0020218731997871716
2026-05-21,0.0051233192,0.0051233192,-0.0004440843093928967,-0.0004440843093928967,0.005333112297764203,0.005333112297764203,0.0012162720488663181
2026-05-22,0.0053749043,0.00495639490154652,0.0007353934131327173,0.0006258777812990345,0.006330340311320637,0.005891063226324039,0.001762389690388644
2026-05-26,0.0177570004,0.0177570004,0.015852097422636286,0.015852097422636286,0.017857470112786024,0.017857470112786024,0.015459048737464355
2026-05-27,0.0025512737,0.0025512737,0.005809801055953082,0.005809801055953082,0.0029964186300514015,0.0029964186300514015,0.0038267411795751996
2026-05-28,-0.014318943,-0.014318943,-0.014835545868406543,-0.014835545868406543,-0.014445702838481199,-0.014445702838481199,-0.016943680444097844
